Sygnatura czasowa,Pseudonim,Tytuł atrakcji,Typ atrakcji,Czas trwania atrakcji (w godzinach),Opis atrakcji dla uczestników,Opis atrakcji dla organizatora (jeśli czujesz potrzebę dokładniejszego opisu przebiegu),Czy atrakcja zawiera treści dla dorosłych?,"Dyspozycyjność (preferowane godziny trwania atrakcji)

Zaznaczasz wszystkie, które Ci pasują.",Czy potrzebujesz laptopa?,Czy potrzebujesz głośników?,Czy potrzebujesz noclegu?,Miejsce na wszelkie inne uwagi,Doświadczenie/referencje,Priorytet atrakcji (Tier 1–3),Szacowana frekwencja,Wymagane tagi sali,Wymagane wyposażenie,Auto-planowanie,Klauzula RODO:
2026-07-23 00:45:18,Suzanne.Barton,Quiz 2024: manga shoujo,Konkurs,90 min,"Quiz 2024: manga shoujo is a deep-dive konkurs for people curious about Japanese pop culture. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Quiz 2024: manga shoujo: reserve the first row for helpers; watch capacity closely if the room starts filling early.,nie,niedziela (01/10) 9:00 - 12:00,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,Global Communications Administrator with 4 years of community experience and 1 previous fan-event sessions.,2,20,discussion,,tak,Wyrażam zgodę
2026-07-16 07:39:34,Carlo2,Pokaz: Studio Ghibli,Pokaz,1,"Pokaz: Studio Ghibli is a beginner-friendly pokaz for cosplayers looking for practical ideas. Expect a practical convention activity with a clear beginner-friendly flow, synthetic examples, and no real attendee data.",Synthetic organizer note for Pokaz: Studio Ghibli: check projector input before doors open; avoid placing another loud event next door.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,Future Operations Consultant with 7 years of community experience and 13 previous fan-event sessions.,1,100,main_stage,microphone,tak,Wyrażam zgodę
2026-07-13 05:58:00,Name_Reichert62,Wprowadzenie do origami i crafts,Warsztaty,1,"Wprowadzenie do origami i crafts is a lightly competitive warsztaty for players who enjoy chaotic quizzes. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Wprowadzenie do origami i crafts: check projector input before doors open; confirm equipment before opening the room.,nie,"sobota (30/09) 11:00 - 14:00, sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00, niedziela (01/10) 9:00 - 12:00, niedziela (01/10) 12:00 - 15:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,Direct Identity Developer with 11 years of community experience and 13 previous fan-event sessions.,2,20,open_area,floor space,tak,Wyrażam zgodę
2026-07-03 17:49:27,Mathew_Conn43,Turniej: manga shoujo hG8V,Turniej,2,"Turniej: manga shoujo hG8V is a nostalgic turniej for players who enjoy chaotic quizzes. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Turniej: manga shoujo hG8V: keep a short microphone test before start; mark this as low risk for content moderation.,nie,"sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00",Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,Lead Operations Planner with 5 years of community experience and 14 previous fan-event sessions.,2,50,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-05 20:29:14,Gregg_Treutel91,Wydarzenie specjalne: retro handheldy,Wydarzenie,1,"Wydarzenie specjalne: retro handheldy is a nostalgic wydarzenie for cosplayers looking for practical ideas. Expect a multimedia session with examples from recent series, synthetic examples, and no real attendee data.",Synthetic organizer note for Wydarzenie specjalne: retro handheldy: check projector input before doors open; confirm equipment before opening the room.,nie,niedziela (01/10) 12:00 - 15:00,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,Corporate Solutions Specialist with 11 years of community experience and 18 previous fan-event sessions.,1,200,main_stage,microphone,tak,Wyrażam zgodę
2026-07-23 02:57:29,Dolly Star,Panel: isekai tropes,Panel,1,"Panel: isekai tropes is a lightly competitive panel for fans of seasonal anime. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Panel: isekai tropes: keep a short microphone test before start; confirm equipment before opening the room.,nie,niedziela (01/10) 9:00 - 12:00,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,Corporate Accounts Consultant with 2 years of community experience and 18 previous fan-event sessions.,2,20,discussion,,tak,Wyrażam zgodę
2026-07-20 16:59:04,Samson.Vandervort,Warsztaty: fandom online,Warsztaty,90 min,"Warsztaty: fandom online is a lightly competitive warsztaty for fans of seasonal anime. Expect a multimedia session with examples from recent series, synthetic examples, and no real attendee data.",Synthetic organizer note for Warsztaty: fandom online: reserve the first row for helpers; mark this as low risk for content moderation.,nie,"niedziela (01/10) 9:00 - 12:00, niedziela (01/10) 12:00 - 15:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: late arrivals are expected. No private contact data is included.,Customer Markets Facilitator with 7 years of community experience and 9 previous fan-event sessions.,2,20,open_area,floor space,tak,Wyrażam zgodę
2026-07-10 10:25:05,Retro Crew,Integracja — convention survival,Wydarzenie,1,"Integracja — convention survival is a deep-dive wydarzenie for players who enjoy chaotic quizzes. Expect a practical convention activity with a clear beginner-friendly flow, synthetic examples, and no real attendee data.",Synthetic organizer note for Integracja — convention survival: prepare a visible queue line; avoid placing another loud event next door.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: room signage should be visible. No private contact data is included.,Investor Security Consultant with 9 years of community experience and 17 previous fan-event sessions.,1,100,"main_stage,loud_audio","speakers,microphone",tak,Wyrażam zgodę
2026-07-09 10:31:58,Wanda25,Wiedzówka — VTuber fandom,Konkurs,1,"Wiedzówka — VTuber fandom is a energetic konkurs for cosplayers looking for practical ideas. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Wiedzówka — VTuber fandom: reserve the first row for helpers; confirm equipment before opening the room.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: room signage should be visible. No private contact data is included.,National Interactions Engineer with 6 years of community experience and 10 previous fan-event sessions.,2,20,discussion,,tak,Wyrażam zgodę
2026-07-12 05:07:26,Heather Art,Open tournament — manga paneling,Turniej,2,"Open tournament — manga paneling is a deep-dive turniej for people curious about Japanese pop culture. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Open tournament — manga paneling: leave space near the door for late arrivals; avoid placing another loud event next door.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,Direct Metrics Specialist with 4 years of community experience and 18 previous fan-event sessions.,2,20,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-23 21:26:27,Manley.Sporer,Open tournament — isekai tropes,Turniej,1,"Open tournament — isekai tropes is a lightly competitive turniej for fans of seasonal anime. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Open tournament — isekai tropes: check projector input before doors open; watch capacity closely if the room starts filling early.,nie,"sobota (30/09) 11:00 - 14:00, sobota (30/09) 14:00 - 18:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: room signage should be visible. No private contact data is included.,Central Mobility Technician with 11 years of community experience and 2 previous fan-event sessions.,2,50,open_area,floor space,tak,Wyrażam zgodę
2026-07-08 23:40:52,Donnie Neko,Wydarzenie specjalne: makijaż postaci,Wydarzenie,1,"Wydarzenie specjalne: makijaż postaci is a deep-dive wydarzenie for fans of seasonal anime. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Wydarzenie specjalne: makijaż postaci: keep a short microphone test before start; keep a volunteer nearby for queue control.,nie,niedziela (01/10) 12:00 - 15:00,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,International Usability Liaison with 12 years of community experience and 2 previous fan-event sessions.,1,200,main_stage,microphone,tak,Wyrażam zgodę
2026-07-10 23:33:43,Marlon2,Konkurs wiedzy: anime horror,Konkurs,2,"Konkurs wiedzy: anime horror is a nostalgic konkurs for cosplayers looking for practical ideas. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Konkurs wiedzy: anime horror: check projector input before doors open; watch capacity closely if the room starts filling early.,nie,niedziela (01/10) 9:00 - 12:00,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: helper support is welcome but not required. No private contact data is included.,Dynamic Division Agent with 1 years of community experience and 9 previous fan-event sessions.,2,20,discussion,,tak,Wyrażam zgodę
2026-07-11 19:55:24,Xzavier56,Warsztat praktyczny — anime sezonu,Warsztaty,2,"Warsztat praktyczny — anime sezonu is a lightly competitive warsztaty for people curious about Japanese pop culture. Expect a practical convention activity with a clear beginner-friendly flow, synthetic examples, and no real attendee data.",Synthetic organizer note for Warsztat praktyczny — anime sezonu: prepare a visible queue line; confirm equipment before opening the room.,nie,"sobota (30/09) 11:00 - 14:00, sobota (30/09) 14:00 - 18:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: late arrivals are expected. No private contact data is included.,Corporate Accounts Facilitator with 4 years of community experience and 19 previous fan-event sessions.,3,20,open_area,floor space,tak,Wyrażam zgodę
2026-07-10 14:15:17,Gladys55,Anisong night: manga shoujo,Koncert,1,"Anisong night: manga shoujo is a lightly competitive koncert for participants who want a relaxed convention break. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Anisong night: manga shoujo: reserve the first row for helpers; watch capacity closely if the room starts filling early.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: helper support is welcome but not required. No private contact data is included.,District Data Officer with 2 years of community experience and 1 previous fan-event sessions.,1,200,main_stage,microphone,tak,Wyrażam zgodę
2026-07-22 21:01:13,Mrs. Johnnie Nienow,Bracket battle: japońskie gry RPG,Turniej,1,"Bracket battle: japońskie gry RPG is a deep-dive turniej for participants who want a relaxed convention break. Expect a lively fan event built around shared recommendations, synthetic examples, and no real attendee data.",Synthetic organizer note for Bracket battle: japońskie gry RPG: keep a short microphone test before start; keep a volunteer nearby for queue control.,nie,"sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00",Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,Chief Data Supervisor with 1 years of community experience and 13 previous fan-event sessions.,2,20,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-23 00:24:07,Retro Collective,Spotkanie — fandom online,Wydarzenie,1,"Spotkanie — fandom online is a energetic wydarzenie for cosplayers looking for practical ideas. Expect a practical convention activity with a clear beginner-friendly flow, synthetic examples, and no real attendee data.",Synthetic organizer note for Spotkanie — fandom online: leave space near the door for late arrivals; watch capacity closely if the room starts filling early.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,Lead Tactics Consultant with 12 years of community experience and 5 previous fan-event sessions.,1,100,"main_stage,loud_audio","speakers,microphone",tak,Wyrażam zgodę
2026-07-22 10:40:14,Juana47,Panel: fandom online,Panel,90 min,"Panel: fandom online is a beginner-friendly panel for cosplayers looking for practical ideas. Expect a lively fan event built around shared recommendations, synthetic examples, and no real attendee data.",Synthetic organizer note for Panel: fandom online: reserve the first row for helpers; keep a volunteer nearby for queue control.,nie,"sobota (30/09) 22:00 - 2:00, nocka 2:00 - 9:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,Central Factors Administrator with 9 years of community experience and 3 previous fan-event sessions.,3,20,discussion,,tak,Wyrażam zgodę
2026-07-25 14:31:36,Sergio91,Bracket battle: idol culture,Turniej,1,"Bracket battle: idol culture is a lightly competitive turniej for participants who want a relaxed convention break. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Bracket battle: idol culture: leave space near the door for late arrivals; watch capacity closely if the room starts filling early.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,Senior Tactics Developer with 3 years of community experience and 20 previous fan-event sessions.,3,20,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-11 18:25:48,Gustavo.Wiegand65,Turniej: isekai tropes V5eG,Turniej,1,"Turniej: isekai tropes V5eG is a nostalgic turniej for people curious about Japanese pop culture. Expect a practical convention activity with a clear beginner-friendly flow, synthetic examples, and no real attendee data.",Synthetic organizer note for Turniej: isekai tropes V5eG: reserve the first row for helpers; avoid placing another loud event next door.,nie,"sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,Direct Implementation Director with 6 years of community experience and 24 previous fan-event sessions.,3,50,open_area,floor space,tak,Wyrażam zgodę
2026-07-06 00:57:30,Natalia_Jaskolski92,Live demo — makijaż postaci,Pokaz,1,"Live demo — makijaż postaci is a nostalgic pokaz for participants who want a relaxed convention break. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Live demo — makijaż postaci: prepare a visible queue line; watch capacity closely if the room starts filling early.,nie,niedziela (01/10) 12:00 - 15:00,Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: room signage should be visible. No private contact data is included.,Principal Accountability Developer with 7 years of community experience and 10 previous fan-event sessions.,1,100,"main_stage,loud_audio","speakers,microphone",tak,Wyrażam zgodę
2026-07-19 14:01:41,Pamela Fisher,Open tournament — anime sezonu,Turniej,1,"Open tournament — anime sezonu is a beginner-friendly turniej for fans of seasonal anime. Expect a multimedia session with examples from recent series, synthetic examples, and no real attendee data.",Synthetic organizer note for Open tournament — anime sezonu: leave space near the door for late arrivals; confirm equipment before opening the room.,nie,"sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00",Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: room signage should be visible. No private contact data is included.,Dynamic Directives Representative with 3 years of community experience and 8 previous fan-event sessions.,2,20,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-13 14:24:10,Savion15,Q&A: retro handheldy,Panel,1,"Q&A: retro handheldy is a lightly competitive panel for people curious about Japanese pop culture. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Q&A: retro handheldy: leave space near the door for late arrivals; watch capacity closely if the room starts filling early.,nie,"sobota (30/09) 22:00 - 2:00, nocka 2:00 - 9:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: helper support is welcome but not required. No private contact data is included.,Customer Quality Technician with 9 years of community experience and 23 previous fan-event sessions.,2,20,discussion,,tak,Wyrażam zgodę
2026-07-22 10:02:45,Broderick.Bergnaum6,Warsztaty: anime sezonu,Warsztaty,1,"Warsztaty: anime sezonu is a lightly competitive warsztaty for cosplayers looking for practical ideas. Expect a lively fan event built around shared recommendations, synthetic examples, and no real attendee data.",Synthetic organizer note for Warsztaty: anime sezonu: leave space near the door for late arrivals; confirm equipment before opening the room.,nie,"sobota (30/09) 11:00 - 14:00, sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00, niedziela (01/10) 9:00 - 12:00, niedziela (01/10) 12:00 - 15:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,Dynamic Security Architect with 10 years of community experience and 9 previous fan-event sessions.,2,20,open_area,floor space,tak,Wyrażam zgodę
2026-07-21 12:36:59,Carl64,Pokaz: makijaż postaci,Pokaz,1,"Pokaz: makijaż postaci is a beginner-friendly pokaz for participants who want a relaxed convention break. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Pokaz: makijaż postaci: reserve the first row for helpers; keep a volunteer nearby for queue control.,nie,niedziela (01/10) 12:00 - 15:00,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,National Brand Administrator with 7 years of community experience and 22 previous fan-event sessions.,1,200,main_stage,microphone,tak,Wyrażam zgodę
2026-07-11 00:15:41,Jammie85,Bracket battle: anime muzyka,Turniej,1,"Bracket battle: anime muzyka is a energetic turniej for participants who want a relaxed convention break. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Bracket battle: anime muzyka: check projector input before doors open; avoid placing another loud event next door.,nie,"sobota (30/09) 18:00 - 22:00, sobota (30/09) 22:00 - 2:00",Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,Regional Communications Consultant with 12 years of community experience and 4 previous fan-event sessions.,2,50,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-28 03:34:42,Armando_DAmore,VTuber fandom — neque tristis,Prelekcja,1,"VTuber fandom — neque tristis is a lightly competitive prelekcja for players who enjoy chaotic quizzes. Expect a practical convention activity with a clear beginner-friendly flow, synthetic examples, and no real attendee data.",Synthetic organizer note for VTuber fandom — neque tristis: prepare a visible queue line; confirm equipment before opening the room.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: helper support is welcome but not required. No private contact data is included.,Product Quality Agent with 12 years of community experience and 13 previous fan-event sessions.,2,20,discussion,,tak,Wyrażam zgodę
2026-07-23 18:19:31,Thora Art,Turniej: Genshin lore,Turniej,90 min,"Turniej: Genshin lore is a energetic turniej for fans of seasonal anime. Expect a multimedia session with examples from recent series, synthetic examples, and no real attendee data.",Synthetic organizer note for Turniej: Genshin lore: prepare a visible queue line; keep a volunteer nearby for queue control.,nie,"niedziela (01/10) 9:00 - 12:00, niedziela (01/10) 12:00 - 15:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,Future Assurance Representative with 6 years of community experience and 13 previous fan-event sessions.,2,50,open_area,floor space,tak,Wyrażam zgodę
2026-07-17 22:06:49,Etha Chan,Live set — fandom online,Koncert,90 min,"Live set — fandom online is a deep-dive koncert for people curious about Japanese pop culture. Expect a practical convention activity with a clear beginner-friendly flow, synthetic examples, and no real attendee data.",Synthetic organizer note for Live set — fandom online: keep a short microphone test before start; mark this as low risk for content moderation.,nie,sobota (30/09) 18:00 - 22:00,Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,Central Brand Planner with 7 years of community experience and 24 previous fan-event sessions.,1,200,"main_stage,loud_audio","speakers,microphone",tak,Wyrażam zgodę
2026-07-26 15:44:39,Sim_Romaguera,Bracket battle: Genshin lore,Turniej,2,"Bracket battle: Genshin lore is a deep-dive turniej for cosplayers looking for practical ideas. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Bracket battle: Genshin lore: check projector input before doors open; mark this as low risk for content moderation.,nie,Pasuje mi przez cały konwent,Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,Regional Markets Producer with 1 years of community experience and 13 previous fan-event sessions.,2,20,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-23 12:00:36,Mireya Quest,Spotkanie z fanami — anime muzyka,Panel,1,"Spotkanie z fanami — anime muzyka is a energetic panel for players who enjoy chaotic quizzes. Expect a lively fan event built around shared recommendations, synthetic examples, and no real attendee data.",Synthetic organizer note for Spotkanie z fanami — anime muzyka: keep a short microphone test before start; confirm equipment before opening the room.,nie,"sobota (30/09) 22:00 - 2:00, nocka 2:00 - 9:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: room signage should be visible. No private contact data is included.,Lead Program Strategist with 3 years of community experience and 19 previous fan-event sessions.,3,20,discussion,,tak,Wyrażam zgodę
2026-07-10 12:02:40,Ralph Neko,Warsztat praktyczny — retro handheldy,Warsztaty,1,"Warsztat praktyczny — retro handheldy is a beginner-friendly warsztaty for participants who want a relaxed convention break. Expect a lively fan event built around shared recommendations, synthetic examples, and no real attendee data.",Synthetic organizer note for Warsztat praktyczny — retro handheldy: reserve the first row for helpers; watch capacity closely if the room starts filling early.,nie,"sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,Investor Implementation Administrator with 12 years of community experience and 7 previous fan-event sessions.,2,20,open_area,floor space,tak,Wyrażam zgodę
2026-07-06 16:14:20,Armand.Kemmer,Spotkanie — Studio Ghibli,Wydarzenie,1,"Spotkanie — Studio Ghibli is a beginner-friendly wydarzenie for cosplayers looking for practical ideas. Expect a guided talk with audience questions, synthetic examples, and no real attendee data.",Synthetic organizer note for Spotkanie — Studio Ghibli: check projector input before doors open; avoid placing another loud event next door.,nie,niedziela (01/10) 12:00 - 15:00,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: room signage should be visible. No private contact data is included.,Senior Usability Technician with 12 years of community experience and 3 previous fan-event sessions.,1,100,main_stage,microphone,tak,Wyrażam zgodę
2026-07-10 20:39:48,Heaven Quest,sudden przewodnik po convention survival,Prelekcja,2,"sudden przewodnik po convention survival is a lightly competitive prelekcja for cosplayers looking for practical ideas. Expect a practical convention activity with a clear beginner-friendly flow, synthetic examples, and no real attendee data.",Synthetic organizer note for sudden przewodnik po convention survival: leave space near the door for late arrivals; confirm equipment before opening the room.,nie,"sobota (30/09) 22:00 - 2:00, nocka 2:00 - 9:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: event can be moved within declared availability. No private contact data is included.,Internal Research Executive with 1 years of community experience and 9 previous fan-event sessions.,3,20,discussion,,tak,Wyrażam zgodę
2026-07-09 09:34:37,Kimberly.Beatty,Warsztaty: VTuber fandom,Warsztaty,2,"Warsztaty: VTuber fandom is a deep-dive warsztaty for fans of seasonal anime. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Warsztaty: VTuber fandom: check projector input before doors open; avoid placing another loud event next door.,nie,"sobota (30/09) 11:00 - 14:00, sobota (30/09) 14:00 - 18:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,Regional Infrastructure Supervisor with 2 years of community experience and 15 previous fan-event sessions.,2,50,open_area,floor space,tak,Wyrażam zgodę
2026-07-10 22:49:35,Wilburn Reads,Turniej: anime muzyka,Turniej,1,"Turniej: anime muzyka is a lightly competitive turniej for participants who want a relaxed convention break. Expect a lively fan event built around shared recommendations, synthetic examples, and no real attendee data.",Synthetic organizer note for Turniej: anime muzyka: leave space near the door for late arrivals; avoid placing another loud event next door.,nie,"sobota (30/09) 18:00 - 22:00, sobota (30/09) 22:00 - 2:00",Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: room signage should be visible. No private contact data is included.,Customer Accounts Facilitator with 5 years of community experience and 21 previous fan-event sessions.,2,20,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-19 14:45:37,Nellie Neko,Sceniczny set: manga paneling,Pokaz,1,"Sceniczny set: manga paneling is a nostalgic pokaz for people curious about Japanese pop culture. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Sceniczny set: manga paneling: keep a short microphone test before start; watch capacity closely if the room starts filling early.,nie,niedziela (01/10) 12:00 - 15:00,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: presenter prefers a short setup check. No private contact data is included.,Forward Division Officer with 4 years of community experience and 14 previous fan-event sessions.,1,200,main_stage,microphone,tak,Wyrażam zgodę
2026-07-02 07:53:25,Jeffrey_MacGyver3,Turniej: Genshin lore xHnJ,Turniej,1,"Turniej: Genshin lore xHnJ is a nostalgic turniej for players who enjoy chaotic quizzes. Expect a focused session with space for discussion at the end, synthetic examples, and no real attendee data.",Synthetic organizer note for Turniej: Genshin lore xHnJ: leave space near the door for late arrivals; confirm equipment before opening the room.,nie,"sobota (30/09) 18:00 - 22:00, sobota (30/09) 22:00 - 2:00",Potrzebuję od was,Potrzebuję od was,Nie dotyczy w danych demo,Synthetic data: late arrivals are expected. No private contact data is included.,Dynamic Security Consultant with 2 years of community experience and 14 previous fan-event sessions.,2,20,"rhythm_games,loud_audio",speakers,tak,Wyrażam zgodę
2026-07-08 08:24:07,Ebony_Schuppe,Koncert: rhythm games,Koncert,1,"Koncert: rhythm games is a lightly competitive koncert for fans of seasonal anime. Expect a practical convention activity with a clear beginner-friendly flow, synthetic examples, and no real attendee data.",Synthetic organizer note for Koncert: rhythm games: reserve the first row for helpers; watch capacity closely if the room starts filling early.,nie,sobota (30/09) 18:00 - 22:00,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: helper support is welcome but not required. No private contact data is included.,Global Creative Technician with 2 years of community experience and 18 previous fan-event sessions.,1,200,main_stage,microphone,tak,Wyrażam zgodę
2026-07-18 16:30:17,Cosplay Atelier,honored przewodnik po Studio Ghibli,Prelekcja,1,"honored przewodnik po Studio Ghibli is a nostalgic prelekcja for players who enjoy chaotic quizzes. Expect a lively fan event built around shared recommendations, synthetic examples, and no real attendee data.",Synthetic organizer note for honored przewodnik po Studio Ghibli: check projector input before doors open; mark this as low risk for content moderation.,nie,niedziela (01/10) 9:00 - 12:00,Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: late arrivals are expected. No private contact data is included.,Corporate Intranet Liaison with 6 years of community experience and 16 previous fan-event sessions.,2,20,discussion,,tak,Wyrażam zgodę
2026-07-15 19:15:15,Brenden_Lang,Turniej: idol culture,Turniej,1,"Turniej: idol culture is a energetic turniej for cosplayers looking for practical ideas. Expect a lively fan event built around shared recommendations, synthetic examples, and no real attendee data.",Synthetic organizer note for Turniej: idol culture: check projector input before doors open; keep a volunteer nearby for queue control.,nie,"sobota (30/09) 11:00 - 14:00, sobota (30/09) 14:00 - 18:00, sobota (30/09) 18:00 - 22:00, niedziela (01/10) 9:00 - 12:00, niedziela (01/10) 12:00 - 15:00",Potrzebuję od was,Atrakcja nie wymaga dźwięku,Nie dotyczy w danych demo,Synthetic data: room signage should be visible. No private contact data is included.,District Markets Liaison with 2 years of community experience and 15 previous fan-event sessions.,2,20,open_area,floor space,tak,Wyrażam zgodę
